,calls,minutes,messages,mb_used,is_ultra
40,22.0,120.09,16.0,9039.57,0
41,94.0,644.0499999999997,66.0,23519.17,0
42,100.0,729.7099999999999,55.0,18939.820000000003,0
43,66.0,481.38000000000005,58.0,13059.519999999997,0
44,104.0,702.47,0.0,23611.32,0
45,44.0,324.5700000000001,68.0,17347.25,1
46,65.0,432.75000000000006,29.0,15141.04,0
47,48.0,353.63,29.0,24852.78,0
48,83.0,642.1900000000002,55.0,10806.69,0
49,91.0,693.1499999999997,37.0,11562.48,0
50,61.0,435.68000000000006,0.0,23089.73,0
51,102.0,752.6999999999998,19.0,24877.84,0
52,86.0,639.94,34.0,16810.399999999998,0
53,27.0,192.57,105.0,23746.700000000004,1
54,82.0,618.3500000000001,56.0,19343.019999999997,0
55,38.0,249.50000000000003,44.0,7076.630000000001,0
56,62.0,365.4599999999999,113.0,34224.57000000001,1
57,43.0,343.88,15.0,14005.92,0
58,11.0,36.650000000000006,0.0,4546.699999999999,1
59,99.0,660.2,17.0,18430.23,1
60,59.0,385.5799999999999,40.0,25013.58,0
61,40.0,334.24,91.0,11304.14,0
62,73.0,568.6600000000001,0.0,14545.340000000004,0
63,74.0,476.3699999999999,76.0,13424.260000000004,0
64,60.0,431.56000000000006,26.0,14751.259999999998,0
65,52.0,384.83,46.0,16964.059999999998,0
66,31.0,210.44,19.0,27437.42999999999,0
67,80.0,454.0699999999999,49.0,15872.88,0
68,80.0,530.12,69.0,16953.510000000006,1
69,56.0,334.29,82.0,21969.01,0
70,77.0,566.52,20.0,13180.369999999995,0
71,138.0,1009.11,64.0,27807.13,1
72,96.0,729.4699999999996,27.0,20890.92,1
73,22.0,166.81,41.0,20974.449999999997,0
74,59.0,433.12000000000006,0.0,15585.530000000006,0
75,64.0,421.1599999999999,5.0,15757.010000000006,0
76,68.0,410.61,56.0,15614.770000000006,1
77,87.0,638.3100000000003,76.0,28239.489999999994,1
78,55.0,298.6,6.0,14288.140000000005,0
79,72.0,599.3,25.0,11759.840000000004,0
80,68.0,493.0000000000001,29.0,20021.73,0
81,100.0,660.7799999999999,26.0,20396.99,1
82,3.0,48.74,2.0,439.62,1
83,36.0,267.37,79.0,18205.97,0
84,81.0,565.14,65.0,14069.77,0
85,70.0,533.41,54.0,20011.869999999995,0
86,19.0,135.51999999999998,48.0,13152.5,0
87,4.0,17.78,11.0,11067.06,0
88,97.0,743.2199999999997,43.0,16404.299999999992,0
89,46.0,320.98,70.0,9817.63,1
90,64.0,477.92,40.0,13361.740000000002,0
91,85.0,622.2099999999999,59.0,17365.920000000002,0
92,49.0,310.83000000000004,0.0,19977.68,0
93,44.0,338.1600000000001,18.0,5051.830000000001,0
94,68.0,504.3799999999998,106.0,17767.899999999994,0
95,46.0,372.3400000000002,49.0,20043.06,0
96,60.0,455.02,25.0,19608.21,0
97,70.0,561.8500000000001,28.0,23850.759999999984,0
98,52.0,337.6600000000001,0.0,17767.290000000005,0
99,80.0,554.1000000000001,17.0,10823.78,0
100,59.0,381.49,47.0,17272.810000000005,0
101,50.0,454.46,40.0,19645.779999999995,0
102,125.0,814.5299999999999,61.0,16917.439999999995,1
103,121.0,843.7199999999996,0.0,14975.999999999998,0
104,63.0,457.13,56.0,16211.97,1
105,20.0,131.97,23.0,26720.16999999999,1
106,87.0,655.24,1.0,17428.840000000004,0
107,44.0,342.11,25.0,18110.910000000003,0
108,40.0,250.36999999999992,18.0,15510.549999999996,0
109,49.0,356.15,26.0,23139.569999999992,1
110,71.0,468.0799999999999,12.0,22654.23000000001,0
111,93.0,567.3699999999998,0.0,3345.7700000000004,1
112,44.0,295.84,0.0,15043.520000000002,0
113,43.0,321.63000000000005,42.0,25599.870000000003,1
114,62.0,454.02,35.0,15018.46,0
115,103.0,789.0299999999997,0.0,20679.88,1
116,15.0,94.93,7.0,2727.9700000000003,0
117,92.0,614.41,49.0,16303.34,1
118,74.0,456.81000000000006,27.0,20700.46,0
119,58.0,348.48999999999995,11.0,18960.550000000003,0
120,63.0,382.3200000000001,42.0,18134.870000000003,0
121,55.0,304.28000000000003,40.0,17395.15,0
122,16.0,101.54000000000002,0.0,2299.74,0
123,26.0,169.76999999999998,16.0,11684.21,1
124,32.0,187.89999999999995,0.0,37601.42999999999,1
125,43.0,245.64,6.0,22861.12,0
126,60.0,396.9199999999999,20.0,9262.500000000002,0
127,58.0,403.8400000000001,2.0,13700.2,1
128,72.0,457.2100000000001,0.0,13976.580000000004,0
129,80.0,574.9800000000002,75.0,23750.989999999994,0
130,52.0,334.4200000000001,7.0,16456.44,0
131,90.0,684.0500000000002,23.0,19864.229999999992,0
132,74.0,500.44999999999993,15.0,21497.37,0
133,59.0,479.59000000000015,32.0,7716.720000000001,0
134,66.0,387.07,96.0,18931.48,0
135,66.0,507.3700000000002,66.0,16677.749999999993,0
136,59.0,338.24999999999994,18.0,18220.57,0
137,44.0,322.90000000000003,48.0,20125.980000000003,0
138,104.0,754.05,134.0,23558.339999999997,0
139,48.0,293.05999999999995,0.0,8139.8,1
140,2.0,5.61,27.0,2866.41,1
141,88.0,629.1299999999999,38.0,21326.580000000005,0
142,45.0,312.79999999999995,0.0,42986.7,1
143,47.0,378.5199999999999,47.0,9804.440000000002,0
144,22.0,142.56,61.0,18891.629999999997,1
145,0.0,0.0,24.0,18701.54,1
146,43.0,300.39,69.0,17277.830000000005,0
147,28.0,226.31000000000003,0.0,6459.95,0
148,55.0,410.6499999999999,27.0,11997.46,0
149,62.0,456.8799999999999,42.0,23639.099999999984,0
150,42.0,288.54999999999995,76.0,15577.750000000002,0
151,49.0,390.87,69.0,15413.900000000003,0
152,86.0,608.4799999999999,0.0,16025.98,0
153,100.0,825.8400000000001,0.0,20273.82,1
154,78.0,500.7600000000001,72.0,8308.170000000002,0
155,46.0,317.98,31.0,16087.51,0
156,41.0,338.52000000000004,56.0,11236.66,0
157,96.0,697.2599999999998,19.0,23036.219999999998,0
158,50.0,291.5200000000001,68.0,12643.049999999996,0
159,62.0,368.88,77.0,15873.389999999998,0
160,16.0,93.79,103.0,19428.22,1
161,62.0,364.31,0.0,13259.5,0
162,150.0,1079.7500000000002,113.0,18301.76,1
163,80.0,496.9200000000001,19.0,15212.54,0
164,23.0,132.63,47.0,16889.329999999998,0
165,42.0,274.71,13.0,20319.36,0
166,70.0,532.1000000000001,29.0,12403.260000000002,0
167,80.0,493.8500000000001,30.0,5042.33,1
168,189.0,1188.1800000000003,172.0,25142.92999999999,1
169,65.0,463.7900000000001,23.0,24868.65,0
170,64.0,400.3600000000001,20.0,9958.5,0
171,97.0,710.2599999999999,190.0,15778.640000000009,1
172,41.0,248.86,47.0,21816.35,0
173,48.0,301.5799999999999,0.0,5200.129999999999,1
174,18.0,109.60000000000002,14.0,766.23,0
175,57.0,418.81,44.0,17335.039999999997,0
176,30.0,227.41,25.0,8503.109999999999,0
177,38.0,275.73999999999995,16.0,7122.540000000001,0
178,7.0,43.39,3.0,2538.67,1
179,106.0,839.3100000000001,0.0,13269.800000000005,0
180,110.0,715.1300000000001,30.0,11008.829999999998,0
181,99.0,705.1799999999997,24.0,19813.35,0
182,90.0,650.4399999999997,65.0,18448.120000000003,0
183,111.0,717.1600000000001,191.0,38287.82,1
184,49.0,237.73,52.0,15761.94,0
185,84.0,588.71,67.0,22456.4,0
186,1.0,0.1,31.0,10025.34,1
187,43.0,295.1499999999999,0.0,17423.98,0
188,110.0,796.3200000000003,119.0,22339.22,1
189,102.0,700.76,0.0,8674.590000000002,1
190,40.0,239.85,135.0,21196.74,1
191,59.0,441.8900000000001,5.0,25106.39,1
192,78.0,523.42,40.0,12477.65,1
193,65.0,423.0599999999999,40.0,18625.970000000005,0
194,10.0,94.06,8.0,621.63,1
195,77.0,603.3600000000001,39.0,11500.29,0
196,85.0,568.7199999999998,0.0,18009.33,0
197,76.0,430.69999999999993,34.0,25138.489999999987,0
198,129.0,848.8599999999997,0.0,13866.31,1
199,34.0,210.03000000000003,49.0,17071.060000000005,0
200,112.0,751.7699999999998,0.0,16809.949999999997,1
201,123.0,810.6700000000001,12.0,36684.48999999998,1
202,57.0,334.23999999999995,94.0,19656.300000000003,1
203,72.0,439.9200000000001,29.0,14472.759999999998,0
204,110.0,755.5500000000002,29.0,17240.64,1
205,83.0,539.3199999999999,33.0,20967.279999999995,0
206,21.0,129.45,162.0,18021.07,1
207,64.0,436.0700000000001,51.0,19451.62,0
208,106.0,735.9000000000001,55.0,32050.45,1
209,41.0,275.8,9.0,10032.39,0
210,39.0,258.0199999999999,0.0,19998.8,0
211,142.0,1035.9700000000005,42.0,31898.660000000003,1
212,107.0,733.4499999999997,98.0,10756.78,1
213,26.0,201.35,32.0,9027.27,1
214,46.0,284.7000000000001,40.0,16449.449999999997,0
215,33.0,130.76,0.0,20875.629999999997,0
216,66.0,478.4800000000002,0.0,16962.58,0
217,10.0,59.67,8.0,1849.66,0
218,63.0,394.1500000000001,8.0,27198.90999999999,0
219,73.0,463.74,29.0,21860.130000000005,0
220,0.0,0.0,7.0,39419.77000000001,1
221,69.0,497.9,16.0,9867.090000000002,0
222,69.0,563.7799999999997,41.0,21020.21,0
223,86.0,647.6000000000001,57.0,10893.829999999998,1
224,69.0,453.2300000000001,74.0,14727.37,0
225,84.0,526.23,13.0,27464.550000000003,1
226,28.0,215.41,0.0,6045.150000000001,0
227,125.0,795.3600000000001,63.0,21447.619999999995,1
228,62.0,352.66000000000014,82.0,28205.369999999984,0
229,40.0,311.7899999999999,24.0,9883.54,0
230,47.0,340.17999999999995,86.0,13022.89,1
231,115.0,813.6600000000002,81.0,7957.080000000001,1
232,58.0,444.38,42.0,19477.099999999995,0
233,56.0,388.0600000000001,59.0,16033.760000000004,0
234,76.0,561.37,28.0,17107.460000000003,0
235,33.0,164.87,26.0,6290.25,0
236,59.0,376.6499999999999,32.0,14791.390000000005,1
237,12.0,93.2,0.0,9037.670000000002,1
238,64.0,507.2000000000001,107.0,14515.450000000004,0
239,78.0,510.3400000000001,7.0,21765.5,0
240,118.0,908.6099999999998,54.0,29678.6,1
241,0.0,0.0,201.0,27825.950000000008,1
242,68.0,495.79000000000025,35.0,18135.64,0
243,37.0,263.57,0.0,18802.259999999995,0
244,130.0,935.23,28.0,14302.069999999998,1
245,36.0,268.6600000000001,13.0,8209.15,0
246,91.0,549.5600000000001,41.0,26788.18,1
247,1.0,1.0,48.0,20375.87,0
248,43.0,352.46000000000004,31.0,20837.3,0
249,105.0,711.1100000000001,21.0,24619.57,1
250,88.0,628.3099999999998,62.0,15611.899999999998,0
251,67.0,503.17,25.0,13295.630000000005,0
252,93.0,727.11,11.0,17723.74,0
253,12.0,89.21000000000001,25.0,9782.42,1
254,66.0,461.84,85.0,14264.140000000005,0
255,60.0,415.56,90.0,12840.400000000003,0
256,34.0,268.50000000000006,10.0,8859.080000000002,0
257,7.0,77.22000000000001,0.0,3310.05,1
258,31.0,246.32,95.0,9659.38,1
259,83.0,635.4499999999999,0.0,17498.530000000002,1
260,77.0,571.62,7.0,17096.14,1
261,69.0,434.25999999999993,0.0,29724.129999999997,0
262,164.0,1132.9400000000007,16.0,5998.5,1
263,160.0,1072.79,16.0,6608.91,1
264,63.0,427.6400000000001,93.0,19541.17000000001,0
265,19.0,164.76000000000002,2.0,21542.219999999998,0
266,50.0,357.58000000000004,0.0,13497.970000000005,0
267,50.0,386.2000000000001,20.0,17963.49,0
268,51.0,310.77,22.0,24936.54,1
269,114.0,847.5899999999998,23.0,34047.43,1
270,51.0,293.64000000000004,42.0,18679.360000000004,1
271,42.0,250.34999999999997,56.0,24091.579999999994,0
272,55.0,398.9300000000001,20.0,16022.55,0
273,69.0,479.88000000000005,27.0,20346.98,0
274,65.0,426.3500000000001,75.0,12099.84,1
275,53.0,432.38000000000005,36.0,18448.99,0
276,39.0,259.94,1.0,10679.43,0
277,89.0,648.4,18.0,4436.91,1
278,79.0,451.92,0.0,22439.97,0
279,74.0,472.4400000000002,18.0,16081.140000000005,0
280,144.0,931.29,42.0,30250.660000000007,1
281,96.0,620.43,37.0,12569.400000000003,0
282,73.0,633.2199999999998,21.0,18421.17,0
283,89.0,615.6400000000004,12.0,21952.009999999995,0
284,69.0,449.9299999999999,64.0,15557.04,0
285,34.0,263.06,73.0,15661.730000000003,0
286,93.0,691.37,31.0,25950.28,1
287,80.0,467.5,0.0,21004.279999999995,1
288,62.0,476.35000000000014,40.0,20215.53000000001,0
289,78.0,569.16,19.0,16795.579999999998,0
290,77.0,495.5699999999999,87.0,42039.01000000002,1
291,83.0,554.0699999999999,44.0,19300.04,1
292,52.0,341.83000000000004,68.0,15462.380000000005,0
293,128.0,846.4999999999998,50.0,19450.33,1
294,40.0,307.94999999999993,45.0,14359.009999999998,0
295,118.0,796.3199999999999,3.0,17905.670000000002,1
296,69.0,460.05999999999983,0.0,27802.78,0
297,35.0,157.42000000000002,0.0,22498.209999999995,0
298,23.0,177.59,38.0,26186.6,0
299,68.0,467.0699999999999,62.0,27244.82,1
300,121.0,707.9200000000001,60.0,20900.540000000005,0
301,70.0,524.67,23.0,21220.970000000005,0
302,89.0,627.3199999999998,88.0,16627.19,0
303,81.0,570.2499999999999,106.0,20895.149999999987,0
304,117.0,848.4400000000002,28.0,17736.309999999998,1
305,68.0,492.75,22.0,20559.09,0
306,108.0,798.3699999999999,0.0,8069.960000000001,1
307,83.0,609.7000000000002,78.0,16715.680000000004,0
308,79.0,572.14,9.0,16602.130000000005,0
309,83.0,519.66,52.0,15821.169999999998,0
310,68.0,466.21,48.0,15896.270000000004,0
311,27.0,185.18,49.0,14795.8,0
312,61.0,460.41,48.0,12187.390000000005,0
313,43.0,302.11,0.0,34506.26000000001,1
314,43.0,299.87,76.0,15787.74,1
315,76.0,493.5000000000002,6.0,21655.42,0
316,22.0,142.17,30.0,8035.0700000000015,0
317,39.0,278.79,21.0,11430.520000000004,0
318,70.0,533.3199999999998,13.0,10801.910000000002,0
319,93.0,648.7,0.0,12458.339999999997,1
320,65.0,474.16,3.0,15983.409999999998,1
321,27.0,208.67,30.0,26672.130000000005,1
322,7.0,41.27,89.0,27950.85000000001,1
323,13.0,96.3,33.0,6750.08,1
324,0.0,0.0,35.0,17322.590000000004,0
325,76.0,549.7999999999997,60.0,9871.13,0
326,80.0,521.8799999999999,0.0,12851.66,0
327,77.0,528.82,91.0,15940.73,0
328,29.0,226.01,20.0,12615.69,0
329,33.0,238.08,62.0,8470.33,0
330,46.0,274.28000000000003,10.0,14804.38,0
331,34.0,264.3,38.0,8907.850000000002,0
332,58.0,408.3200000000001,0.0,23259.65,0
333,37.0,287.34,45.0,19232.579999999987,0
334,52.0,354.91,8.0,14602.26,0
335,77.0,551.4300000000001,56.0,7694.58,0
336,77.0,503.29,28.0,15346.170000000004,0
337,51.0,391.2199999999999,0.0,23062.379999999997,0
338,42.0,268.55999999999995,0.0,19303.789999999997,0
339,62.0,400.64,0.0,17187.889999999996,0
340,58.0,386.4399999999999,0.0,16581.859999999997,0
341,71.0,447.1199999999999,7.0,21781.36,1
342,94.0,587.74,26.0,19213.870000000003,0
343,53.0,378.1699999999999,24.0,7136.390000000002,0
344,46.0,344.02,35.0,20693.459999999992,0
345,68.0,543.4999999999998,2.0,11372.29,0
346,35.0,276.8,139.0,21880.52,1
347,5.0,53.72,0.0,656.75,1
348,39.0,264.7600000000001,51.0,16462.110000000004,0
349,95.0,602.58,88.0,14199.009999999998,1
350,184.0,1225.6999999999998,135.0,24756.400000000005,1
351,38.0,301.27,37.0,28914.24,1
352,11.0,106.75,31.0,17631.059999999994,0
353,51.0,326.3400000000001,82.0,29084.42,1
354,74.0,504.05,0.0,19154.16,0
355,44.0,331.9800000000001,21.0,16617.79,0
356,51.0,401.45,91.0,19021.56,0
357,106.0,713.4399999999999,46.0,7093.610000000001,1
358,64.0,403.50999999999993,54.0,19127.250000000004,0
359,55.0,380.93000000000006,61.0,8061.070000000002,0
360,83.0,514.59,111.0,17027.899999999998,0
361,116.0,933.82,27.0,20474.34,0
362,50.0,292.88,37.0,16415.93,0
363,54.0,418.34,85.0,15291.949999999995,0
364,111.0,633.0500000000001,94.0,8792.86,1
365,41.0,287.26,90.0,26678.910000000003,0
366,42.0,350.73999999999995,21.0,20296.630000000005,0
367,25.0,154.46,0.0,8643.289999999999,0
368,77.0,581.0600000000001,16.0,20897.189999999995,0
369,60.0,449.57,0.0,20700.960000000003,0
370,37.0,229.1500000000001,110.0,2000.51,0
371,35.0,236.7199999999999,72.0,13380.670000000002,0
372,7.0,47.02,1.0,539.37,0
373,0.0,0.0,6.0,22428.000000000004,1
374,32.0,269.32,14.0,15471.54,0
375,123.0,832.33,6.0,14670.490000000002,1
376,71.0,500.65,44.0,13803.46,0
377,82.0,535.9599999999999,52.0,14259.080000000004,0
378,89.0,637.5200000000003,104.0,11595.910000000002,0
379,180.0,1219.9799999999996,109.0,19423.770000000008,1
380,83.0,620.75,0.0,17914.78,0
381,80.0,581.0500000000001,16.0,13976.52,0
382,72.0,556.9500000000002,7.0,23486.869999999995,0
383,92.0,703.3499999999998,81.0,29652.089999999997,1
384,70.0,430.4,81.0,15071.459999999995,0
385,56.0,390.22,40.0,19645.63,0
386,76.0,544.5300000000001,0.0,13389.350000000002,0
387,3.0,40.24,0.0,1392.19,0
388,42.0,297.86,3.0,11687.049999999996,0
389,27.0,200.94,34.0,11627.13,0
390,67.0,444.22,14.0,18977.779999999995,0
391,244.0,1632.0600000000004,39.0,9756.91,1
392,4.0,22.17,42.0,22635.73,0
393,43.0,348.33,61.0,15989.680000000004,0
394,21.0,150.41000000000005,16.0,16187.560000000003,0
395,27.0,193.88,42.0,18621.18,0
396,5.0,23.54,55.0,18539.01,0
397,45.0,316.49,46.0,21354.67,1
398,44.0,293.54,51.0,11816.920000000002,0
399,62.0,376.64,73.0,14286.43,0
400,23.0,169.25,20.0,7476.260000000001,0
401,75.0,529.17,0.0,10435.47,0
402,77.0,467.6600000000001,86.0,21060.45,0
403,81.0,514.92,55.0,25022.460000000003,1
404,171.0,1146.59,99.0,16327.570000000002,1
405,74.0,468.2600000000002,49.0,19013.03,1
406,110.0,794.0300000000002,122.0,17415.3,1
407,66.0,418.74,1.0,14502.750000000002,0
408,0.0,0.0,20.0,18418.269999999997,1
409,26.0,163.62000000000003,4.0,16870.340000000004,0
410,10.0,90.5,15.0,26316.4,1
411,46.0,336.6300000000001,34.0,16164.600000000002,0
412,133.0,931.49,79.0,20299.330000000005,1
413,52.0,350.92000000000013,63.0,21237.38,0
414,152.0,1181.8200000000002,121.0,49745.73000000001,1
415,26.0,198.05,19.0,11336.44,0
416,38.0,257.36,30.0,20900.119999999995,0
417,84.0,513.1700000000001,0.0,13772.98,0
418,182.0,1225.1900000000005,99.0,13996.26,1
419,129.0,909.6500000000004,79.0,38939.12,1
420,114.0,815.0199999999999,178.0,25104.76,1
421,71.0,506.27000000000015,98.0,19864.419999999995,0
422,42.0,285.25,34.0,11348.420000000002,0
423,79.0,593.0700000000002,59.0,21729.19,0
424,10.0,62.84,50.0,27796.649999999983,1
425,30.0,169.01999999999995,13.0,16626.530000000006,0
426,74.0,492.63000000000005,2.0,27383.18,1
427,59.0,420.5700000000001,70.0,25990.329999999987,0
428,70.0,414.63999999999993,0.0,21102.900000000005,0
429,95.0,598.8300000000002,53.0,15659.790000000006,0
430,42.0,289.91,57.0,26951.220000000005,1
431,33.0,228.98,12.0,18113.83,0
432,93.0,730.4399999999998,0.0,20294.900000000005,1
433,58.0,413.71,29.0,21481.060000000005,0
434,80.0,688.54,39.0,11353.429999999998,1
435,77.0,522.6500000000001,14.0,19462.45,0
436,90.0,653.6200000000001,0.0,15697.769999999997,0
437,42.0,282.01,15.0,15783.070000000002,0
438,111.0,745.0000000000002,132.0,21100.460000000003,1
439,11.0,84.02000000000001,13.0,6226.93,0
440,111.0,707.2499999999999,77.0,12279.31,0
441,39.0,242.70999999999995,0.0,20480.109999999997,0
442,5.0,38.41,1.0,9707.950000000004,0
443,33.0,215.67,32.0,0.0,1
444,156.0,999.5299999999992,114.0,21535.16,1
445,15.0,107.45,49.0,35656.3,1
446,47.0,411.65,145.0,18603.32,1
447,55.0,357.49,133.0,26357.61,1
448,47.0,300.12,123.0,31244.61,1
449,49.0,344.92,17.0,23383.4,0
450,52.0,314.1499999999999,15.0,2450.04,1
451,15.0,119.2,19.0,4294.0,0
452,96.0,691.6499999999999,47.0,16942.030000000002,0
453,60.0,466.86,43.0,21617.24,0
454,77.0,549.07,0.0,23388.63,1
455,51.0,437.1299999999999,61.0,21523.580000000005,0
456,81.0,586.5899999999998,35.0,20566.27,0
457,124.0,842.3999999999999,75.0,21544.339999999997,1
458,47.0,352.5299999999999,81.0,16537.78,0
459,28.0,169.92999999999998,49.0,21232.139999999985,0
460,58.0,452.1399999999999,57.0,14568.929999999997,1
461,75.0,445.6700000000001,22.0,23249.1,0
462,26.0,190.98,11.0,23590.87,0
463,33.0,259.06999999999994,60.0,17204.030000000002,0
464,61.0,374.88,10.0,18984.09,0
465,93.0,679.0699999999997,61.0,22704.520000000004,0
466,56.0,385.68,28.0,18148.98000000001,0
467,46.0,284.6,59.0,24761.409999999985,0
468,29.0,189.8,57.0,16472.83,0
469,21.0,207.13,8.0,14883.149999999998,0
470,59.0,412.81,16.0,14105.03,0
471,54.0,355.47,22.0,11696.300000000005,0
472,75.0,487.72000000000014,60.0,25759.169999999995,0
473,22.0,152.35999999999996,16.0,7023.279999999999,0
474,46.0,309.9099999999999,105.0,6444.870000000001,0
475,41.0,315.98,0.0,22927.95,0
476,29.0,225.99999999999997,9.0,11204.59,0
477,54.0,395.75,0.0,29017.78,1
478,40.0,319.05,36.0,14599.640000000005,0
479,61.0,398.88999999999993,24.0,13495.010000000002,0
480,80.0,590.22,0.0,30671.0,1
481,23.0,145.75,21.0,11655.67,0
482,97.0,651.92,46.0,29738.88,1
483,5.0,27.01,0.0,2207.2700000000004,0
484,19.0,147.72000000000003,20.0,19476.829999999994,0
485,25.0,201.38,0.0,13586.52,0
486,45.0,234.97999999999996,16.0,17969.15,0
487,94.0,728.1199999999998,41.0,17962.509999999995,0
488,69.0,465.14,78.0,18234.300000000007,0
489,86.0,571.3800000000001,86.0,16127.040000000005,0
490,67.0,492.3999999999999,16.0,22783.19,0
491,13.0,106.70000000000002,61.0,37822.810000000005,1
492,64.0,387.5299999999999,0.0,16690.019999999997,1
493,152.0,997.3299999999998,82.0,29363.06,1
494,82.0,592.7700000000001,0.0,17140.989999999998,1
495,83.0,540.49,41.0,9127.74,0
496,48.0,324.37000000000006,51.0,12445.61,0
497,42.0,249.26999999999992,18.0,18914.880000000005,0
498,36.0,259.79,72.0,19921.860000000004,0
499,43.0,299.43,34.0,20494.15,0
500,96.0,679.6100000000004,19.0,16174.209999999994,0
501,88.0,565.89,43.0,16868.62,1
502,91.0,610.3100000000002,46.0,23953.47999999999,0
503,71.0,501.59,40.0,17828.400000000005,1
504,31.0,264.92,3.0,23642.25,0
505,61.0,523.7199999999999,116.0,17254.54,1
506,0.0,0.0,23.0,21934.03999999999,1
507,146.0,968.3399999999996,101.0,16090.179999999998,1
508,28.0,206.89,5.0,16985.05,0
509,22.0,155.22,13.0,3082.69,0
510,78.0,545.4700000000001,19.0,17611.36,0
511,44.0,265.89000000000004,89.0,26019.3,1
512,91.0,619.67,26.0,19183.099999999995,0
513,155.0,1005.9399999999998,84.0,23426.77,1
514,50.0,320.62999999999994,60.0,19331.57,0
515,55.0,372.5700000000001,79.0,27138.529999999988,0
516,0.0,0.0,28.0,16573.03,1
517,11.0,71.53,6.0,3170.8300000000004,0
518,80.0,463.68,11.0,15157.589999999998,0
519,90.0,646.75,36.0,31566.110000000008,1
520,28.0,239.04,24.0,11962.940000000002,0
521,56.0,392.7200000000001,0.0,6810.52,0
522,77.0,480.37000000000006,33.0,20586.08,0
523,60.0,351.4400000000001,85.0,21943.859999999997,0
524,83.0,588.51,0.0,18698.900000000005,0
525,34.0,258.97,107.0,10294.770000000002,0
526,98.0,677.18,46.0,16285.669999999998,0
527,172.0,1165.12,159.0,20430.99,1
528,90.0,565.9300000000001,99.0,12935.770000000004,0
529,10.0,63.03000000000001,0.0,2568.0,1
530,41.0,312.11,143.0,20527.32,1
531,37.0,257.56,1.0,15763.7,0
532,123.0,794.9900000000001,27.0,21668.019999999997,1
533,40.0,287.69,39.0,27823.72,0
534,0.0,0.0,20.0,13688.679999999998,1
535,81.0,591.3399999999999,28.0,21446.759999999995,0
536,47.0,270.06000000000006,22.0,19584.72,0
537,2.0,9.01,0.0,478.96,0
538,88.0,527.4,0.0,14467.95,0
539,81.0,462.68000000000006,73.0,15293.930000000004,0
540,63.0,427.6499999999999,96.0,25048.13,0
541,93.0,649.5299999999997,10.0,17590.85000000001,0
542,49.0,379.7300000000001,24.0,17168.5,0
543,55.0,446.06000000000006,79.0,26526.279999999995,0
544,74.0,561.37,27.0,18350.01000000001,1
545,43.0,283.76,40.0,3694.87,1
546,115.0,845.58,130.0,29289.05,1
547,13.0,80.8,9.0,2861.0000000000005,0
548,66.0,452.0600000000001,4.0,18152.079999999994,0
549,45.0,286.42999999999995,47.0,15975.660000000002,0
550,55.0,368.87,5.0,2123.81,1
551,56.0,359.5200000000001,0.0,16199.160000000007,0
552,90.0,566.25,55.0,18688.369999999995,0
553,70.0,426.37,0.0,18780.23,0
554,5.0,47.84,9.0,14269.74,0
555,89.0,528.61,53.0,16019.28,0
556,98.0,729.8299999999999,105.0,18675.65,1
557,79.0,592.4,92.0,19012.44,0
558,35.0,219.89000000000004,40.0,13664.23,0
559,62.0,431.00000000000006,93.0,20369.38,0
560,49.0,354.9299999999999,79.0,12249.890000000005,1
561,7.0,22.96,7.0,12762.989999999998,0
